ID;Label;REG;Entidad_ID;Nivel;Census-Level;year;START_;END_;Fecha_Dato;Nota;Dato-tipo;Fuente;Población;Blancos;Indios;Indefinidos;Mestizos;Castas;Blancos-rel;Indios-rel;Indefinidos-rel;Mestizos-rel;Castas-rel;Esclavos;Esclavos-rel;Vecinos-doc;Familias-doc;Total-doc;Eclesiasticos-t-doc;Blancos-t-doc;Indios-t-doc;Indefinidos-doc;Mestizos-t-doc;Castas-t-doc;Negros-t-doc;Esclavos-t-doc;Eclesiasticos-m-doc;Eclesiasticos-f-doc;Blancos-m-doc;Blancos-f-doc;Indios-m-doc;Indios-f-doc;Indefinidos-m-doc;Indefinidos-f-doc;Mestizos-m-doc;Mestizos-f-doc;Castas-m-doc;Castas-f-doc;Negros-m-doc;Negros-f-doc;Esclavos-m-doc;Esclavos-f-doc;Blancos-m-cas-doc;Blancos-m-sol-doc;Blancos-m-men-doc;Blancos-f-cas-doc;Blancos-f-sol-doc;Blancos-f-men-doc;Indios-m-cas-doc;Indios-m-sol-doc;Indios-m-men-doc;Indios-f-cas-doc;Indios-f-sol-doc;Indios-f-men-doc;Indefinido-m-cas;Indefinido-m-sol;Indefinido-m-men;Indefinido-f-cas;Indefinido-f-sol;Indefinido-f-men;Mestizos-m-cas-doc;Mestizos-m-sol-doc;Mestizos-m-men-doc;Mestizos-f-cas-doc;Mestizos-f-sol-doc;Mestizos-f-men-doc;Castas-m-cas-doc;Castas-m-sol-doc;Castas-m-men-doc;Castas-f-cas-doc;Castas-f-sol-doc;Castas-f-men-doc;Negros-m-cas-doc;Negros-m-sol-doc;Negros-m-men-doc;Negros-f-sol-doc;Negros-f-cas-doc;Negros-f-men-doc;Esclavos-m-cas-doc;Esclavos-m-sol-doc;Esclavos-m-men-doc;Esclavos-f-cas-doc;Esclavos-f-sol-doc;Esclavos-f-men-doc;Blancos-m-viudos;Blancos-f-viudos;Indios-m-viudos;Indios-f-viudos;Indefinido-m-viudos;Indefinido-f-viudos;Mestizos-m-viudos;Mestizos-f-viudos;Castas-m-viudos;Castas-f-viudos;Negros-m-viudos;Negros-f-viudos;Esclavos-m-viudos;Esclavos-f-viudos;Tributarios
271;Tepeaca;NES;JUNEPUTP;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;72801;10250;50140;0;12411;;14,08;68,87;0,00;17,05;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;Tehuacan;NES;JUNEPUTH;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;41645;1341;36311;0;3993;;3,22;87,19;0,00;9,59;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;San Juan de los Llanos;NES;JUNEPUSJ;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;41928;2886;33697;0;5345;;6,88;80,37;0,00;12,75;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;Teziutlan;NES;JUNEPUTZ;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;9940;1529;6773;0;1638;;15,38;68,14;0,00;16,48;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;Tlaxcala;NES;JUNETLTL;Jurisdiccion;30;1790;1790;1792;1790-1793;En otro momento, la cifra de la monografía es solo de 58848.;original;revillagigedo;59148;;;;;;0,00;0,00;;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;Tetla;NES;JUNEPUTJ;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;9346;1605;7300;0;441;;17,17;78,11;0,00;4,72;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;Zacatlan;NES;JUNEPUZM;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;41625;3701;35460;0;2464;;8,89;85,19;0,00;5,92;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;Guachinango;NES;JUNEPUHN;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;39934;743;28420;0;10771;;1,86;71,17;0,00;26,97;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;Huayacocotla;NES;JUNEPUHY;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;17683;299;16916;0;468;;1,69;95,66;0,00;2,65;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;Puebla;NES;JUNEPUPU;Jurisdiccion;30;1790;1790;1794;1794;Liehr cita una noticia geográfica de 1794, pero es probable que se basa inmediatamente en el censo de Revillagigedo. Los padrones de algunas parroquias poblanas se perdieron.;original;liehr;56859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;Tlapa;NES;JUNEPUTL;Jurisdiccion;30;1790;1790;1793;1790-1793;La monografía sobre ;original;revillagigedo;12256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;Igualapa;NES;JUNEPUIG;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;8179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;Puebla;NES;PRNEPU00;Intendencia;40;1790;1790;1791;1790-1793;No incluye Cuautla Amilpas. El número tradicional que se encuentra en el informe de Flon, sin contar Tlaxcala, es de 508048 (Humboldt: 508148).;suma-de-parciales;revillagigedo;570050;38677;354874;0;60492;;6,78;62,25;0,00;10,61;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
509;Tlaxcala;NES;JUNETLTL;Jurisdiccion;34;1793;1793;1793;1790-1793;En otra página,  la misma monografía solo indica 58848.;desconocido;revillagigedo;59148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
510;Puebla;NES;PRNEPU00;Intendencia;40;1790;1793;1793;1790-1793;El dato no incluye  Cuautla-Amilpas.;suma-de-parciales;revillagigedo;1513704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
502;Puebla;NES;PRNEPU00;Intendencia;40;1790;1792;1792;1790-1793;;suma-de-parciales;revillagigedo;1579200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;Antequera;NES;JUNEOAAN;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;56301;11917;40882;0;0;3502;21,17;72,61;0,00;0,00;6,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;Cuatro Villas;NES;JUNEOACV;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;17729;328;17249;0;0;152;1,85;97,29;0,00;0,00;0,86;0;;;;;;;;;;;;;;;117;211;9489;7760;;;;;90;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;Jicayan;NES;JUNEOAJI;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;28734;2787;20568;0;0;5379;9,70;71,58;0,00;0,00;18,72;0;;;;;;;;;;;;;;;1459;1328;10183;10385;;;;;2814;2565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;Villalta;NES;JUNEOAVA;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;58246;38;58088;0;0;120;0,07;99,73;0,00;0,00;0,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;Nochixtlan;NES;JUNEOANO;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;5945;325;5615;0;0;5;5,47;94,45;0,00;0,00;0,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;Huajuapan;NES;JUNEOAHP;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;30753;483;25524;0;0;4746;1,57;83,00;0,00;0,00;15,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;Teposcolula;NES;JUNEOATP;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;43546;4388;38974;0;0;184;10,08;89,50;0,00;0,00;0,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;Huexolotitlan;NES;JUNEOAHL;Jurisdiccion;30;1790;1790;1793;1790-1793;"En el cuadro original pone ""Huaro"", pero no existió jurisdicción de Huaro o Guaro. Además, falta Huexolotitlán, por lo que consideramos que debe tratarse de un error.";original;revillagigedo;5581;177;5281;0;0;123;3,17;94,62;0,00;0,00;2,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;Teotitlan del Valle;NES;JUNEOATC;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;12425;89;12159;0;0;177;0,72;97,86;0,00;0,00;1,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;Huamelula;NES;JUNEOAHM;Jurisdiccion;30;1786;1790;1793;1790-1793;;original;revillagigedo;3829;203;3250;0;0;376;5,30;84,88;0,00;0,00;9,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;Juxtlahuaca;NES;JUNEOAJU;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;8165;1205;6890;0;0;70;14,76;84,38;0,00;0,00;0,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;Teutila;NES;JUNEOATL;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;23894;25;23825;0;0;44;0,10;99,71;0,00;0,00;0,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;Ixtepexi;NES;JUNEOAIX;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;5638;84;5469;0;0;85;1,49;97,00;0,00;0,00;1,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;Miahuatlan;NES;JUNEOAMI;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;15987;314;14745;0;0;928;1,96;92,23;0,00;0,00;5,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;Nexapa;NES;JUNEOANE;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;14047;212;12885;0;0;950;1,51;91,73;0,00;0,00;6,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;Chontales;NES;JUNEOACM;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;7390;18;7283;0;0;89;0,24;98,55;0,00;0,00;1,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;Teotitlan del Camino;NES;JUNEOATV;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;19362;455;18506;0;0;401;2,35;95,58;0,00;0,00;2,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301;Zimatlan;NES;JUNEOAZI;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;17968;460;16548;0;0;960;2,56;92,10;0,00;0,00;5,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302;Xalapa del Marques;NES;JUNEOAJM;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;415;10;368;0;0;37;2,41;88,67;0,00;0,00;8,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303;Teococuilco;NES;JUNEOATZ;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;12932;65;12782;0;0;85;0,50;98,84;0,00;0,00;0,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;Tehuantepeque;NES;JUNEOATT;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;21731;2226;16189;0;0;3316;10,24;74,50;0,00;0,00;15,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;Oaxaca;NES;PRNEOA00;Intendencia;40;1790;1790;1793;1790-1793;;suma-de-parciales;revillagigedo;410618;25809;363080;0;0;21729;6,29;88,42;0,00;0,00;5,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;Guanajuato;NES;JUNEGJGJ;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;87110;42228;16199;0;0;28683;48,48;18,60;0,00;0,00;32,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;Villa de León;NES;PTNEGJLE;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;23711;4984;9663;0;0;9064;21,02;40,75;0,00;0,00;38,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;Salamanca;NES;PTNEGJSA;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;27234;8509;13345;0;0;5380;31,24;49,00;0,00;0,00;19,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;Celaya;NES;PTNEGJCE;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;67801;15176;34506;0;0;18119;22,38;50,89;0,00;0,00;26,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;San Miguel;NES;PTNEGJSM;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;22583;3410;13930;0;0;5243;15,10;61,68;0,00;0,00;23,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;San Felipe;NES;JUNEGJSF;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;17721;3541;7221;0;0;6959;19,98;40,75;0,00;0,00;39,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;Salvatierra;NES;PTNEGJST;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;24995;6032;12543;0;0;6420;24,13;50,18;0,00;0,00;25,69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;Dolores;NES;JUNEGJDO;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;15661;3131;8924;0;0;3606;19,99;56,98;0,00;0,00;23,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;San Luis de la Paz;NES;JUNEGJSP;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;30745;4315;19531;0;0;6899;14,03;63,53;0,00;0,00;22,44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;Acambaro;NES;PTNEGJAC;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;10074;1997;4956;0;0;3121;19,82;49,20;0,00;0,00;30,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;Silao;NES;JUNEGJSI;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;28631;6043;14544;0;0;8044;21,11;50,80;0,00;0,00;28,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;Yurirapundaro;NES;PTNEGJYU;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;11814;5435;1900;0;0;4479;46,00;16,08;0,00;0,00;37,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;Irapuato;NES;PTNEGJIR;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;30701;6293;13171;0;0;11237;20,50;42,90;0,00;0,00;36,60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;Piedra Gorda;NES;JUNEGJPG;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;10289;2163;6145;0;0;1981;21,02;59,72;0,00;0,00;19,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;Penjamo;NES;JUNEGJPE;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;20952;2670;9734;0;0;8548;12,74;46,46;0,00;0,00;40,80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;Guanajuato;NES;PRNEGJ00;Intendencia;40;1790;1790;1793;1790-1793;;suma-de-parciales;revillagigedo;430022;115927;186312;0;0;127783;26,96;43,33;0,00;0,00;29,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;Acayucan;NES;JUNEVCCZ;Jurisdiccion;30;1790;1790;1793;1790-1793;;desconocido;revillagigedo;21000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;Cordoba;NES;JUNEVCCO;Jurisdiccion;30;1790;1790;1793;1790-1793;;desconocido;revillagigedo;24844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;Cozamaloapan;NES;JUNEVCCS;Jurisdiccion;30;1790;1790;1793;1790-1793;;desconocido;revillagigedo;6500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;Mizantla;NES;JUNEVCVA;Jurisdiccion;30;1790;1790;1793;1790-1793;;desconocido;revillagigedo;10000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;Orizaba;NES;JUNEVCOR;Jurisdiccion;30;1790;1790;1793;1790-1793;;desconocido;revillagigedo;8360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;Panuco y Tampico;NES;JUNEVCPN;Jurisdiccion;30;1790;1790;1793;1790-1793;Estimación de Humboldt.;desconocido;revillagigedo;22000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;Papantla;NES;JUNEVCPP;Jurisdiccion;30;1790;1790;1793;1790-1793;;desconocido;revillagigedo;18220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;Tuxtla y Cotaxtla;NES;JUNEVCTC;Jurisdiccion;30;1790;1790;1793;1790-1793;;desconocido;revillagigedo;9100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;Veracruz;NES;JUNEVCVE;Jurisdiccion;30;1790;1790;1793;1790-1793;En el cuadro de la publicación consultada, Tlacotalpan (con 3006 habitantes) va separado, mientras que Xalatzingo - que era jurisdicción aparte - se incluía. Corregimos estos errores.;desconocido;revillagigedo;27537;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;Jalacingo;NES;JUNEVCJA;Jurisdiccion;30;1790;1790;1793;1790-1793;;desconocido;revillagigedo;13350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;Xalapa;NES;JUNEVCXA;Jurisdiccion;30;1790;1790;1793;1790-1793;;desconocido;revillagigedo;24628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;Intendencia de Veracruz;NES;PRNEVC00;Intendencia;40;1790;1790;1793;1790-1793;La cifra de la monografía es bastante más baja por no incluir Panuco y Tampico. Humboldt estima la población en 22000, cifra que así incluimos.;suma-de-parciales;revillagigedo;185539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;Sonora;GDJ;JUGDSSSO;Provincia_menor;30;1790;1790;1793;1790-1793;"Los datos en en libro consultado combinan Sonora con Ostimuri, por lo que no calculamos las sumas de las categorías étnicas, que para el territorio común ascendían a 8199 Blancos; 23189 Indios;3051 Mulatos(?); 3902 otras castas.";original;revillagigedo;22300;8199;23189;0;0;6917;36,77;103,99;0,00;0,00;31,02;;;;;;;8199;23189;;;6917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;Ostimuri;GDJ;JUGDSSOS;Partido;23;1790;1790;1793;1790-1793;;original;revillagigedo;16005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;Alamos;NES;JUGDSSAL;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;7174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;Copala;NES;JUGDSSCP;Partido;30;1790;1790;1793;1790-1793;;original;revillagigedo;8417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;Cosala;NES;JUGDSSCS;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;3492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;Culiacan;NES;JUGDSSCU;Jurisdiccion;30;1790;1790;1793;1790-1793;;original;revillagigedo;10897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
