ID;Label;REG;Entidad_ID;Nivel;Census-Level;year;START_;END_;Fecha_Dato;Nota;Dato-tipo;Fuente;Población;Blancos;Indios;Indefinidos;Mestizos;Castas;Blancos-rel;Indios-rel;Indefinidos-rel;Mestizos-rel;Castas-rel;Esclavos;Esclavos-rel;Vecinos-doc;Familias-doc;Total-doc;Eclesiasticos-t-doc;Blancos-t-doc;Indios-t-doc;Indefinidos-doc;Mestizos-t-doc;Castas-t-doc;Negros-t-doc;Esclavos-t-doc;Eclesiasticos-m-doc;Eclesiasticos-f-doc;Blancos-m-doc;Blancos-f-doc;Indios-m-doc;Indios-f-doc;Indefinidos-m-doc;Indefinidos-f-doc;Mestizos-m-doc;Mestizos-f-doc;Castas-m-doc;Castas-f-doc;Negros-m-doc;Negros-f-doc;Esclavos-m-doc;Esclavos-f-doc;Blancos-m-cas-doc;Blancos-m-sol-doc;Blancos-m-men-doc;Blancos-f-cas-doc;Blancos-f-sol-doc;Blancos-f-men-doc;Indios-m-cas-doc;Indios-m-sol-doc;Indios-m-men-doc;Indios-f-cas-doc;Indios-f-sol-doc;Indios-f-men-doc;Indefinido-m-cas;Indefinido-m-sol;Indefinido-m-men;Indefinido-f-cas;Indefinido-f-sol;Indefinido-f-men;Mestizos-m-cas-doc;Mestizos-m-sol-doc;Mestizos-m-men-doc;Mestizos-f-cas-doc;Mestizos-f-sol-doc;Mestizos-f-men-doc;Castas-m-cas-doc;Castas-m-sol-doc;Castas-m-men-doc;Castas-f-cas-doc;Castas-f-sol-doc;Castas-f-men-doc;Negros-m-cas-doc;Negros-m-sol-doc;Negros-m-men-doc;Negros-f-sol-doc;Negros-f-cas-doc;Negros-f-men-doc;Esclavos-m-cas-doc;Esclavos-m-sol-doc;Esclavos-m-men-doc;Esclavos-f-cas-doc;Esclavos-f-sol-doc;Esclavos-f-men-doc;Blancos-m-viudos;Blancos-f-viudos;Indios-m-viudos;Indios-f-viudos;Indefinido-m-viudos;Indefinido-f-viudos;Mestizos-m-viudos;Mestizos-f-viudos;Castas-m-viudos;Castas-f-viudos;Negros-m-viudos;Negros-f-viudos;Esclavos-m-viudos;Esclavos-f-viudos;Tributarios
612;Medellin;NGR;JUNGANME;Jurisdiccion;30;1797;1797;1797;1797;;original;convocatoria;23654;4106;461;0;0;19087;17,36;1,95;0,00;0,00;80,69;4036;17,063;;;;44;;;;;;;;;;;;;;;;;;;;;;;;747;1734;;747;834;;70;150;;70;171;;;;;;;;;;;;;;1923;5420;;1923;5785;;;;;;;;753;1060;;753;1470;;;;;;;;;;;;;;;;
613;Rionegro;NGR;JUNGANAR;Jurisdiccion;30;1797;1797;1797;1797;;original;convocatoria;16059;2339;393;0;0;13327;14,57;2,45;0,00;0,00;82,99;1326;8,257;;;;13;;;;;;;;;;;;;;;;;;;;;;;;371;851;;371;733;;34;164;;34;161;;;;;;;;;;;;;;1903;4330;;1903;3865;;;;;;;;244;434;;244;404;;;;;;;;;;;;;;;;
614;Marinilla;NGR;JUNGANMA;Jurisdiccion;30;1797;1797;1797;1797;;original;convocatoria;5489;1269;767;0;0;3453;23,12;13,97;0,00;0,00;62,91;195;3,553;;;;7;;;;;;;;;;;;;;;;;;;;;;;;262;687;;262;51;;120;249;;120;278;;;;;;;;;;;;;;500;1126;;500;1132;;;;;;;;23;79;;23;70;;;;;;;;;;;;;;;;
615;Antioquia;NGR;PRNGAN00;Provincia;40;1797;1797;1797;1797;Faltan las jurisdicciones de Zaragoza, Remedios y Cáceres. Conociendo las cifras de Zaragoza de 1788 y 1804,  se podrían calcular unos 1900 habitantes más para 1797.;suma-de-parciales;convocatoria;69277;9510;4281;0;0;55486;13,73;6,18;0,00;0,00;80,09;9565;13,807;;;;86;;;;;;;;;;;;;;;;;;;;;;;;1642;3935;;1642;2205;;437;1688;;437;1719;;;;;;;;;;;;;;6372;16390;;6372;16787;;;;;;;;1655;3126;;1655;3129;;;;;;;;;;;;;;;;
616;Zaragoza;NGR;JUNGANZA;Jurisdiccion;30;1804;1804;1804;1804;;original;convocatoria;2179;0;0;1899;0;280;0,00;0,00;87,15;0,00;12,85;280;12,850;;;;;;;;;;;280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;196;394;360;196;392;361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
617;Antioquia;NGR;JUNGANAN;Jurisdiccion;30;1790;1790;1792;1790;;original;convocatoria;18162;1557;1677;0;0;14928;8,57;9,23;0,00;0,00;82,19;2871;15,808;;;;;;;;;;;;23;0;;;;;;;;;;;;;;;246;567;;230;491;;236;585;;215;641;;;;;;;;;;;;;;1882;4039;;1920;4216;;;;;;;;448;1064;;421;938;;;;;;;;;;;;;;;;
618;Marinilla;NGR;JUNGANMA;Jurisdiccion;30;1801;1801;1801;1801;;original;convocatoria;6486;2109;814;0;0;3563;32,52;12,55;0,00;0,00;54,93;165;2,544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
619;Medellin;NGR;JUNGANME;Jurisdiccion;30;1782;1782;1782;1782;;original;convocatoria;15150;3052;256;0;0;11842;20,15;1,69;0,00;0,00;78,17;3181;20,997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
620;Santa Fe;NGR;JUNGSFSF;Jurisdiccion;40;1778;1778;1779;1778;En el estado, hay una cifra común para Santa Fe y Zipaquirá, pero el padrón de 1778 revela las cifras correspondientes a cada una jurisdicción. La suma de las jurisdicciones parciales es solo de 58290.;original;convocatoria;58406;17377;18584;0;0;22445;29,75;31,82;0,00;0,00;38,43;1108;1,897;;;;;;;;;;;;575;230;;;;;;;;;;;;;;;2534;5149;;2594;6295;;3081;5152;;3659;6692;;;;;;;;;;;;;;3817;5926;;3874;7720;;;;;;;;117;316;;104;571;;;;;;;;;;;;;;;;
621;Zipaquira;NGR;JUNGSFZI;Jurisdiccion;34;1778;1778;1778;1778;En el estado, hay una cifra común para Santa Fe y Zipaquirá, pero el padrón de 1778 revela las cifras correspondientes ara cada una jurisdicción.;original;convocatoria;29968;8023;12977;0;0;8968;26,77;43,30;0,00;0,00;29,93;66;0,220;;;;;;;;;;;;26;0;;;;;;;;;;;;;;;1369;2355;;1535;2738;;2448;3697;;2438;4394;;;;;;;;;;;;;;1662;2567;;1791;2882;;;;;;;;9;17;;10;30;;;;;;;;;;;;;;;;
622;Guaduas;NGR;JUNGSFGD;Jurisdiccion;34;1778;1778;1779;1778;El dato del Padrón general de solo 8799 es resultado de una suma erronea en la rúbrica de blancos solteros. Usamos la cifra corregida, resultado de los padrones individuales de las poblaciones de Guaduas.;original;convocatoria;9198;3084;491;0;0;5623;33,53;5,34;0,00;0,00;61,13;289;3,142;;;;;;;;;;;;18;0;;;;;;;;;;;;;;;554;692;;547;872;;97;163;;84;149;;;;;;;;;;;;;;782;1968;;890;1694;;;;;;;;42;119;;33;95;;;;;;;;;;;;;;;;
623;Tunja;NGR;PRNGTU00;Provincia_menor;40;1779;1778;1779;1779;Falta el padrón de Sogamoso.;original;convocatoria;259117;104415;36186;0;0;118516;40,30;13,97;0,00;0,00;45,74;6047;2,334;;;;;;;;;;;;376;163;;;;;;;;;;;;;;;17544;33972;;16681;35679;;6097;10697;;7077;12315;;;;;;;;;;;;;;18824;36389;;18620;38636;;;;;;;;872;2034;;715;2426;;;;;;;;;;;;;;;;
624;Salazar;NGR;JUNGPPZA;Jurisdiccion;30;1780;1778;1780;1780;;original;convocatoria;2661;887;196;0;0;1578;33,33;7,37;0,00;0,00;59,30;126;4,735;;;;;;;;;;;;5;0;;;;;;;;;;;;;;;203;250;;181;248;;18;87;;18;73;;;;;;;;;;;;;;261;495;;246;450;;;;;;;;24;39;;25;38;;;;;;;;;;;;;;;;
625;Vetas de Pamplona;NGR;JUNGTUVP;Partido;34;1778;1778;1779;1778;El  número de habitantes habrá sido algo mayor por no haberse censado los indios del Real de Betas (~30) ni algunos vecinos de Cachiri (~150), que era sitio de Cacota como informa el padrón del año siguiente.;original;convocatoria;2321;298;0;0;0;2023;12,84;0,00;0,00;0,00;87,16;65;2,801;;;;;;;;;;;;4;0;;;;;;;;;;;;;;;46;97;;52;99;;0;0;;0;0;;;;;;;;;;;;;;278;726;;281;673;;;;;;;;2;25;;3;35;;;;;;;;;;;;;;;;
626;Girón;NGR;JUNGPPGI;Partido;34;1778;9999;9999;1778;"No se usa en el HGIS; remplazado por los datos del padrón regional (ID 720)..";original;convocatoria;6993;1470;126;0;0;5397;21,02;1,80;0,00;0,00;77,18;804;11,497;;;;;;;;;;;;6;0;;;;;;;;;;;;;;;197;526;;204;537;;26;39;;25;36;;;;;;;;;;;;;;728;1645;;753;1467;;;;;;;;24;356;;27;397;;;;;;;;;;;;;;;;
627;Los Llanos;NGR;PRNGLL00;Provincia_menor;40;1778;1778;1778;1778;;original;convocatoria;20892;1558;15189;0;0;4145;7,46;72,70;0,00;0,00;19,84;119;0,570;;;;;;;;;;;;23;0;;;;;;;;;;;;;;;314;523;;314;384;;3121;4370;;3121;4577;;;;;;;;;;;;;;765;1287;;765;1209;;;;;;;;19;39;;19;42;;;;;;;;;;;;;;;;
628;Antioquia;NGR;PRNGAN00;Provincia_menor;40;1778;1778;1779;1778;;original;convocatoria;46366;7866;2034;0;0;36466;16,97;4,39;0,00;0,00;78,65;8931;19,262;;;;;;;;;;;;111;0;;;;;;;;;;;;;;;1150;2700;;1287;2618;;313;779;;373;569;;;;;;;;;;;;;;4715;11809;;4816;6195;;;;;;;;1175;3721;;1117;2918;;;;;;;;;;;;;;;;
629;Neyva;NGR;PRNGNE00;Provincia_menor;40;1778;1778;1779;1778;;original;convocatoria;26442;5898;3850;0;0;16694;22,31;14,56;0,00;0,00;63,13;884;3,343;;;;;;;;;;;;37;0;;;;;;;;;;;;;;;918;2113;;926;1904;;636;1254;;646;1314;;;;;;;;;;;;;;2280;5603;;2227;5700;;;;;;;;77;319;;91;397;;;;;;;;;;;;;;;;
630;Choco;NGR;PRNGCH00;Provincia;40;1778;1778;1779;1778;;original;convocatoria;14662;332;5414;0;0;8916;2,26;36,93;0,00;0,00;60,81;5756;39,258;;;;;;;;;;;;23;0;;;;;;;;;;;;;;;63;120;;47;79;;1237;1537;;1241;1399;;;;;;;;;;;;;;523;1150;;517;970;;;;;;;;911;2143;;905;1797;;;;;;;;;;;;;;;;
631;Panama;NGR;PRNGPA00;Provincia;40;1778;1778;1779;1778;;original;convocatoria;39897;8019;4065;0;0;27813;20,10;10,19;0,00;0,00;69,71;2966;7,434;;;;;;;;;;;;160;36;;;;;;;;;;;;;;;1081;2720;;1168;2854;;650;1259;;632;1524;;;;;;;;;;;;;;3717;7918;;3922;9290;;;;;;;;378;1237;;329;1022;;;;;;;;;;;;;;;;
632;Portobelo;NGR;JUNGPAPB;Provincia_menor;34;1778;1778;1779;1778;;original;convocatoria;1787;97;21;0;0;1669;5,43;1,18;0,00;0,00;93,40;311;17,403;;;;;;;;;;;;16;0;;;;;;;;;;;;;;;21;26;;10;24;;5;7;;3;6;;;;;;;;;;;;;;187;401;;188;582;;;;;;;;13;133;;9;156;;;;;;;;;;;;;;;;
633;Veragua;NGR;PRNGVE00;Provincia_menor;40;1778;1778;1779;1778;;original;convocatoria;19197;1171;7606;0;0;10420;6,10;39,62;0,00;0,00;54,28;450;2,344;;;;;;;;;;;;52;0;;;;;;;;;;;;;;;215;368;;168;368;;1263;2446;;1299;2598;;;;;;;;;;;;;;1497;4051;;1526;2896;;;;;;;;31;178;;16;225;;;;;;;;;;;;;;;;
634;Darién;NGR;PRNGDA00;Provincia_menor;40;1778;1778;1779;1778;;original;convocatoria;1174;37;391;0;0;746;3,15;33,30;0,00;0,00;63,54;81;6,899;;;;;;;;;;;;6;0;;;;;;;;;;;;;;;12;17;;2;0;;91;114;;91;95;;;;;;;;;;;;;;99;260;;99;207;;;;;;;;0;39;;0;42;;;;;;;;;;;;;;;;
635;Cartagena;NGR;PRNGCA00;Provincia_menor;40;1778;1778;1778;1778;;original;convocatoria;118378;13850;19416;0;0;85112;11,70;16,40;0,00;0,00;71,90;9622;8,128;;;;;;;;;;;;383;41;;;;;;;;;;;;;;;2364;4496;;2144;4422;;3186;6198;;3291;6741;;;;;;;;;;;;;;11666;25344;;12349;26131;;;;;;;;1245;3384;;1243;3750;;;;;;;;;;;;;;;;
636;Santa Marta;NGR;PRNGSM00;Provincia_menor;40;1789;1778;1779;1778;;original;convocatoria;39940;4566;8504;0;0;26870;11,43;21,29;0,00;0,00;67,28;3988;9,985;;;;;;;;;;;;128;0;;;;;;;;;;;;;;;784;1425;;742;1487;;1553;2565;;1592;2794;;;;;;;;;;;;;;3324;7965;;3448;8145;;;;;;;;312;1583;;298;1795;;;;;;;;;;;;;;;;
637;Riohacha;NGR;JUNGSMRH;Jurisdiccion;34;1778;1778;1779;1778;;original;convocatoria;3966;351;633;0;0;2982;8,85;15,96;0,00;0,00;75,19;469;11,826;;;;;;;;;;;;18;0;;;;;;;;;;;;;;;58;130;;49;96;;122;182;;167;162;;;;;;;;;;;;;;296;880;;324;1013;;;;;;;;16;218;;16;219;;;;;;;;;;;;;;;;
639;Quito;QUI;PRQUQU00;Provincia;34;1779;1778;1779;1779;;original;convocatoria;305925;79182;214745;0;0;11998;25,88;70,20;0,00;0,00;3,92;2569;0,840;;;;;;;;;;;;925;0;;;;;;;;;;;;;;;14986;22195;;14510;26566;;55634;53225;;50232;55654;;;;;;;;;;;;;;161;3469;;2123;3676;;;;;;;;593;576;;697;703;;;;;;;;;;;;;;;;
640;Guayaquil;QUI;PRQUGQ00;Provincia_menor;34;1778;1778;1779;1778;;original;convocatoria;30161;3795;8985;0;0;17381;12,58;29,79;0,00;0,00;57,63;1872;6,207;;;;;;;;;;;;73;0;;;;;;;;;;;;;;;538;1485;;495;1204;;1772;2913;;1688;2612;;;;;;;;;;;;;;2355;5354;;2299;5501;;;;;;;;150;726;;98;898;;;;;;;;;;;;;;;;
641;Cuenca;QUI;JUQUCUCU;Partido;34;1778;1778;1779;1778;Falta el padrón de Alausí. Probablemente también el de Zaruma.;original;convocatoria;81128;25531;54364;0;0;1233;31,47;67,01;0,00;0,00;1,52;239;0,295;;;;;;;;;;;;154;0;;;;;;;;;;;;;;;4850;7421;;4411;8695;;12214;14486;;13010;14654;;;;;;;;;;;;;;177;315;;131;371;;;;;;;;66;76;;41;56;;;;;;;;;;;;;;;;
642;Quijos;QUI;PRQUQJ00;Provincia_menor;34;1781;1778;1781;1781;;original;convocatoria;3122;24;3086;0;0;12;0,77;98,85;0,00;0,00;0,38;11;0,352;;;;;;;;;;;;6;0;;;;;;;;;;;;;;;4;7;;3;4;;668;830;;668;920;;;;;;;;;;;;;;1;0;;0;0;;;;;;;;0;3;;1;7;;;;;;;;;;;;;;;;
643;Macas;QUI;JUQUMCMC;Provincia_menor;34;1779;1778;1779;1779;;original;convocatoria;681;197;483;0;0;1;28,93;70,93;0,00;0,00;0,15;0;0,000;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;38;67;;36;54;;114;122;;114;133;;;;;;;;;;;;;;1;0;;0;0;;;;;;;;0;0;;0;0;;;;;;;;;;;;;;;;
644;Maynas;QUI;PRQUMA00;Provincia_menor;34;1780;1778;1780;1780;;original;convocatoria;9770;637;9133;0;0;0;6,52;93,48;0,00;0,00;0,00;0;0,000;;;;;;;;;;;;13;0;;;;;;;;;;;;;;;523;34;;23;44;;2126;2492;;2122;2393;;;;;;;;;;;;;;0;0;;0;0;;;;;;;;0;0;;0;0;;;;;;;;;;;;;;;;
645;Jaen;QUI;PRQUJA00;Provincia_menor;34;1778;1778;1779;1778;;original;convocatoria;6608;2873;2847;0;0;888;43,48;43,08;0,00;0,00;13,44;9;0,136;;;;;;;;;;;;8;0;;;;;;;;;;;;;;;522;977;;515;851;;671;784;;661;731;;;;;;;;;;;;;;121;310;;151;297;;;;;;;;1;4;;0;4;;;;;;;;;;;;;;;;
646;Santa Fe;NGR;JUNGSFSF;Partido;30;1778;1778;1778;1778;;original;convocatoria;16002;8177;1529;0;0;6296;51,10;9,56;0,00;0,00;39,35;715;4,468;;;;;;;;;;;;446;230;;;;;;;;;;;;;;;1035;2011;;1095;3360;;175;323;;180;851;;;;;;;;;;;;;;709;1402;;758;2712;;;;;;;;47;172;;36;460;;;;;;;;;;;;;;;;
647;Bogotá;NGR;JUNGSFBG;Partido;30;1778;1778;1778;1778;;original;convocatoria;8513;1111;3687;0;0;3715;13,05;43,31;0,00;0,00;43,64;17;0,200;;;;;;;;;;;;11;0;;;;;;;;;;;;;;;174;315;;174;437;;353;1200;;853;1281;;;;;;;;;;;;;;702;1056;;702;1238;;;;;;;;0;17;;0;0;;;;;;;;;;;;;;;;
648;Ubaque;NGR;JUNGSFCA;Partido;30;1778;1778;1778;1778;;original;convocatoria;9749;2827;4424;0;0;2498;29,00;45,38;0,00;0,00;25,62;50;0,513;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;473;984;;473;887;;889;1232;;940;1363;;;;;;;;;;;;;;614;659;;622;553;;;;;;;;7;21;;5;17;;;;;;;;;;;;;;;;
649;Boza;NGR;JUNGSFBZ;Partido;30;1778;1778;1778;1778;;original;convocatoria;7925;1572;2454;0;0;3899;19,84;30,97;0,00;0,00;49,20;277;3,495;;;;;;;;;;;;12;0;;;;;;;;;;;;;;;264;527;;264;505;;453;743;;453;805;;;;;;;;;;;;;;555;1187;;555;1325;;;;;;;;55;96;;55;71;;;;;;;;;;;;;;;;
650;Guatavita;NGR;JUNGSFGV;Partido;30;1778;1778;1778;1778;;original;convocatoria;16101;3584;6510;0;0;6007;22,26;40,43;0,00;0,00;37,31;49;0,304;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;568;1312;;588;1106;;1231;1654;;1233;2392;;;;;;;;;;;;;;1237;1622;;1237;1862;;;;;;;;8;10;;8;23;;;;;;;;;;;;;;;;
651;Santa Fe;NGR;JUNGSFSF;Jurisdiccion;40;1778;1778;1778;1778;;suma-de-parciales;convocatoria;58290;17271;18604;0;0;22415;29,63;31,92;0,00;0,00;38,45;1108;1,901;;;;;;;;;;;;489;230;;;;;;;;;;;;;;;2514;5149;;2594;6295;;3101;5152;;3659;6692;;;;;;;;;;;;;;3817;5926;;3874;7690;;;;;;;;117;316;;104;571;;;;;;;;;;;;;;;;
652;Santa Fe;NGR;JUNGSFSF;Partido;30;1779;1779;1779;1779;;original;convocatoria;16420;6585;1753;0;0;8082;40,10;10,68;0,00;0,00;49,22;654;3,983;;;;;;;;;;;;463;234;;;;;;;;;;;;;;;764;1711;;833;2580;;214;437;;233;869;;;;;;;;;;;;;;1121;1952;;1157;3198;;;;;;;;49;190;;49;366;;;;;;;;;;;;;;;;
653;Bogotá;NGR;JUNGSFBG;Partido;30;1779;1779;1779;1779;"Es un aumento bastante irreal entre 1778 y 1779, aún más considerando que en el padrón de 1778 indica que es de 6 pueblos, mientras que el de 1779 lo es de ""5 pueblos"".";original;convocatoria;11898;798;4780;0;0;6320;6,71;40,17;0,00;0,00;53,12;51;0,429;;;;;;;;;;;;14;0;;;;;;;;;;;;;;;112;270;;112;290;;792;1584;;792;1612;;;;;;;;;;;;;;814;2565;;814;2076;;;;;;;;18;5;;18;10;;;;;;;;;;;;;;;;
654;Boza;NGR;JUNGSFBZ;Partido;30;1779;1779;1779;1779;;original;convocatoria;8299;1926;2578;0;0;3795;23,21;31,06;0,00;0,00;45,73;290;3,494;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;324;622;;324;646;;462;774;;462;880;;;;;;;;;;;;;;563;1160;;563;1219;;;;;;;;48;105;;48;89;;;;;;;;;;;;;;;;
655;Ubaque;NGR;JUNGSFCA;Partido;30;1779;1779;1779;1779;;original;convocatoria;10935;3570;3754;0;0;3611;32,65;34,33;0,00;0,00;33,02;92;0,841;;;;;;;;;;;;10;0;;;;;;;;;;;;;;;498;1400;;498;1164;;694;1077;;694;1289;;;;;;;;;;;;;;795;938;;795;991;;;;;;;;19;29;;19;25;;;;;;;;;;;;;;;;
656;Guatavita;NGR;JUNGSFGV;Partido;30;1779;1779;1779;1779;;original;convocatoria;16339;3793;6366;0;0;6180;23,21;38,96;0,00;0,00;37,82;38;0,233;;;;;;;;;;;;11;0;;;;;;;;;;;;;;;616;1320;;616;1230;;1199;1820;;1199;2148;;;;;;;;;;;;;;1280;1633;;1280;1949;;;;;;;;11;11;;11;5;;;;;;;;;;;;;;;;
657;Santa Fe;NGR;JUNGSFSF;Jurisdiccion;40;1779;1779;1779;1779;;suma-de-parciales;convocatoria;63891;16672;19231;0;0;27988;26,09;30,10;0,00;0,00;43,81;1125;1,761;;;;;;;;;;;;508;234;;;;;;;;;;;;;;;2314;5323;;2383;5910;;3361;5692;;3380;6798;;;;;;;;;;;;;;4573;8248;;4609;9433;;;;;;;;145;340;;145;495;;;;;;;;;;;;;;;;
658;Zipaquira;NGR;JUNGSFZI;Provincia_menor;34;1779;1779;1779;1779;;original;convocatoria;28161;7576;12247;0;0;8338;26,90;43,49;0,00;0,00;29,61;44;0,156;;;;;;;;;;;;23;0;;;;;;;;;;;;;;;1371;2399;;1432;2351;;2361;3648;;2344;3894;;;;;;;;;;;;;;1660;2477;;1590;2567;;;;;;;;8;12;;8;16;;;;;;;;;;;;;;;;
659;Guaduas;NGR;JUNGSFGU;Jurisdiccion;34;1779;1779;1779;1779;El dato del Padrón general de solo 8799 es resultado de una suma erronea en la rúbrica de blancos solteros. Usamos la cifra corregida, resultado de los padrones individuales de las poblaciones de Guaduas.;suma-de-parciales;convocatoria;9198;3084;491;0;0;5623;33,53;5,34;0,00;0,00;61,13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
660;Florida oriental;SDO;PRSDFL00;Provincia_menor;34;1793;1791;1793;1793;"El dato original contiene 468 soldados ""blancos y negros"" que por falta de mejores datos dividimos 234/234 a ambas categorías. El dato además distingue entre esclavos mulatos y negros y casados y viudos, cifras que agregamos.";original;pointineau;4024;1533;0;468;0;2023;38,10;0,00;11,63;0,00;50,27;1661;41,277;;;;;;;;;;;;;2;234;;;;468;;;;234;;;;;;219;454;;253;371;;;;;;;;;;;;;;;;;;;;5;15;;4;2;;20;42;;19;21;;1;942;;2;716;;;;;;;;;;;;;;;;
661;Cali;QUI;JUQUPOCA;Jurisdiccion;30;1781;1781;1781;1781;;original;censo-cali;11961;1033;349;0;0;10579;8,64;2,92;0,00;0,00;88,45;2764;23,108;;;;;;;;;;;;51;0;;;;;;;;;;;;;;;122;339;;134;387;;68;106;;49;126;;;;;;;;;;;;;;987;2662;;1077;3089;;;;;;;;332;956;;338;1138;;;;;;;;;;;;;;;;
662;Novita;NGR;JMNGCHNO;Partido;20;1778;1778;1779;1778;;original;convocatoria;2011;50;0;0;0;1961;2,49;0,00;0,00;0,00;97,51;1367;67,976;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;12;14;;9;12;;0;0;;0;0;;;;;;;;;;;;;;87;175;;94;238;;;;;;;;218;464;;215;470;;;;;;;;;;;;;;;;
663;Tado;NGR;JMNGCHTA;Partido;20;1778;1778;1779;1778;;original;convocatoria;2121;67;457;0;0;1597;3,16;21,55;0,00;0,00;75,29;1157;54,550;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;14;20;;8;22;;109;133;;115;100;;;;;;;;;;;;;;65;180;;58;137;;;;;;;;178;440;;175;364;;;;;;;;;;;;;;;;
664;Noanama;NGR;JMNGCHNN;Partido;20;1778;1778;1779;1778;;original;convocatoria;906;7;640;0;0;259;0,77;70,64;0,00;0,00;28,59;27;2,980;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;4;2;;0;0;;146;172;;145;177;;;;;;;;;;;;;;41;92;;40;59;;;;;;;;5;10;;5;7;;;;;;;;;;;;;;;;
665;Brazos;NGR;JMNGCHBR;Partido;20;1778;1778;1779;1778;;original;convocatoria;915;14;176;0;0;725;1,53;19,23;0,00;0,00;79,23;397;43,388;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;2;8;;1;2;;38;57;;38;43;;;;;;;;;;;;;;60;128;;60;80;;;;;;;;74;135;;74;114;;;;;;;;;;;;;;;;
666;Sipi;NGR;JMNGCHSI;Partido;20;1778;1778;1779;1778;;original;convocatoria;1092;11;123;0;0;958;1,01;11,26;0,00;0,00;87,73;685;62,729;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;1;8;;0;2;;30;34;;30;29;;;;;;;;;;;;;;42;96;;42;93;;;;;;;;90;282;;90;223;;;;;;;;;;;;;;;;
667;Juntas;NGR;JMNGCHSO;Partido;20;1778;1778;1779;1778;;original;convocatoria;260;6;141;0;0;113;2,31;54,23;0,00;0,00;43,46;84;32,308;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;1;4;;0;0;;30;53;;30;28;;;;;;;;;;;;;;5;8;;4;12;;;;;;;;14;32;;14;24;;;;;;;;;;;;;;;;
668;Baudo;NGR;JMNGCHBA;Partido;20;1778;1778;1779;1778;;original;convocatoria;201;0;122;0;0;79;0,00;60,70;0,00;0,00;39,30;0;0,000;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;0;0;;0;0;;24;35;;23;40;;;;;;;;;;;;;;19;28;;15;17;;;;;;;;0;0;;0;0;;;;;;;;;;;;;;;;
669;Novita;NGR;JUNGCHNO;Jurisdiccion;30;1778;1778;1779;1778;;original;convocatoria;7506;155;1659;0;0;5692;2,07;22,10;0,00;0,00;75,83;3717;49,520;;;;;;;;;;;;9;0;;;;;;;;;;;;;;;34;56;;18;38;;377;484;;381;417;;;;;;;;;;;;;;319;707;;313;636;;;;;;;;579;1363;;573;1202;;;;;;;;;;;;;;;;
670;Quibdó;NGR;JMNGCHQU;Partido;20;1778;1778;1779;1778;;original;convocatoria;2241;50;1077;0;0;1114;2,23;48,06;0,00;0,00;49,71;714;31,861;;;;;;;;;;;;5;0;;;;;;;;;;;;;;;7;16;;7;15;;287;262;;287;241;;;;;;;;;;;;;;70;150;;70;110;;;;;;;;129;240;;129;216;;;;;;;;;;;;;;;;
671;Lloro;NGR;JMNGCHLL;Partido;20;1778;1778;1779;1778;;original;convocatoria;1684;25;1140;0;0;519;1,48;67,70;0,00;0,00;30,82;343;20,368;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;4;9;;4;7;;260;296;;260;324;;;;;;;;;;;;;;33;56;;33;54;;;;;;;;54;136;;54;99;;;;;;;;;;;;;;;;
672;Chami;NGR;JMNGCHCH;Partido;20;1778;1778;1779;1778;;original;convocatoria;1013;10;993;0;0;10;0,99;98,03;0,00;0,00;0,99;10;0,987;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;1;4;;1;2;;185;338;;185;285;;;;;;;;;;;;;;0;0;;0;0;;;;;;;;1;2;;1;6;;;;;;;;;;;;;;;;
673;Bete y Bebara;NGR;JMNGCHBB;Partido;20;1778;1778;1779;1778;;original;convocatoria;1319;43;222;0;0;1054;3,26;16,83;0,00;0,00;79,91;636;48,218;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;4;20;;4;14;;56;61;;56;49;;;;;;;;;;;;;;63;158;;63;134;;;;;;;;96;280;;96;164;;;;;;;;;;;;;;;;
