ID;Label;GZ_ID;Contexto-Sup1;Contexto-Sup2;Contexto-Sup3;Contexto-Sup4;REG;Curatos;Anexos;Nucleos;Alcance-tipo;START_;END_;Fecha_Dato;Dato-tipo;Fuente;SUMAS;Nota;Total;Blancos;Indios;Mestizos;Castas;Indefinidos;Blancos-rel;Indios-rel;Mestizos-rel;Castas-rel;Indefinidos-rel;Esclavos;Esclavos-rel;Vecinos-doc;Tributarios-doc;Familias-doc;Total-doc;Eclesiasticos-t-doc;Blancos-t-doc;Indefinidos-t-doc;Indios-t-doc;Mestizos-t-doc;Castas-t-doc;Negros-t-doc;Esclavos-t-doc;Eclesiásticos-m-doc;Eclesiásticos-f-doc;Blancos-m-doc;Blancos-f-doc;Indefinidos-m-doc;Indefinidos-f-doc;Indios-m-doc;Indios-f-doc;Mestizos-m-doc;Mestizos-f-doc;Castas-m-doc;Castas-f-doc;Negros-m-doc;Negros-f-doc;Esclavos-m-doc;Esclavos-f-doc;Blancos-m-cas-doc;Blancos-m-sol-doc;Blancos-m-men-doc;Blancos-f-cas-doc;Blancos-f-sol-doc;Blancos-f-men-doc;Indios-m-cas-doc;Indios-m-sol-doc;Indios-m-men-doc;Indios-f-cas-doc;Indios-f-sol-doc;Indios-f-men-doc;Indefinido-m-cas;Indefinido-m-sol;Indefinido-m-men;Indefinido-f-cas;Indefinido-f-sol;Indefinido-f-men;Mestizos-m-cas-doc;Mestizos-m-sol-doc;Mestizos-m-men-doc;Mestizos-f-cas-doc;Mestizos-f-sol-doc;Mestizos-f-men-doc;Castas-m-cas-doc;Castas-m-sol-doc;Castas-m-men-doc;Castas-f-cas-doc;Castas-f-sol-doc;Castas-f-men-doc;Negros-m-cas-doc;Negros-m-sol-doc;Negros-m-men-doc;Negros-f-cas-doc;Negros-f-sol-doc;Negros-f-men-doc;Esclavos-m-cas-doc;Esclavos-m-sol-doc;Esclavos-m-men-doc;Esclavos-f-cas-doc;Esclavos-f-sol-doc;Esclavos-f-men-doc;Blancos-m-viudos;Blancos-f-viudos;Indios-m-viudos;Indios-f-viudos;Mestizos-m-viudos;Mestizos-f-viudos;Castas-m-viudos;Castas-f-viudos;Negros-m-viudos;Negros-f-viudos;Esclavos-m-viudos;Esclavos-f-viudos;Indefinido-m-viudos;Indefinido-f-viudos;Casas-doc;Familias-Blancos;Familias-Indios;Fam-Indefinidos;Fam-Mestizos;Fam-Castas;Fam-Negros;Fam-Esclavos;Etnia principal;Etnias
1431;San Bartolomé;2000087;Comitan;Llanos;;;GUA;1;;;Curato;1796;1796;1796;original;juarros;;;7410;0;0;0;0;7410;0;0;0;0;100;0;0;;;;;;;7410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1432;San Felipe;2000088;San Felipe;Zendales;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";192;1;191;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;28;;50;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;24;;;;;;;;;;;;;;;;;;;;
1433;San Felipe;2000088;Ciudad Real;Zendales;;;GUA;1;;;Curato;1796;1796;1796;original;juarros;;;679;0;0;0;0;679;0;0;0;0;100;0;0;;;;;;;679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1434;San Gabriel;2000089;Istapa;Zendales;Tuxtla;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";59;0;59;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;15;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;12;;;;;;;;;;;;;;;;;;;Tzotzil;
1435;San Lucas;2000090;Totolapam;Llanos;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";93;0;93;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;7;;23;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;24;;;;;;;;;;;;;;;;;;;Tzotzil;
1436;San Martin;2000091;Santo Domingo Oxchuc;Zendales;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";42;0;30;12;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;;;;;;;6;1;;5;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;
1437;Santa Catarina;2000092;Huitiupan;Guardiania;Tuxtla;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";32;0;32;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;2;;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;2;;;;;;;;;;;;;;;;;;;Tzotzil;
1438;Santa Marta Solotepeque;2000093;Chamula;Zoques, Guardiania, Coronas;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";117;0;117;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;30;;28;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;;;;;;;;;;;;;Tzotzil;
1439;Santiago Guistan;2000094;Chamula;Zoques, Guardiania, Coronas;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";157;0;157;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;32;;18;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;40;;;;;;;;;;;;;;;;;;;Tzotzil;
1440;Sayula;2000095;Magdalena;Guardiania;Tuxtla;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";138;0;138;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;32;;25;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;12;;;;;;;;;;;;;;;;;;;Zoque;
1441;Zibaca;2000096;Ococingo;Zendales;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";69;0;69;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;14;;15;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;;;;;;;;;;;;;;;;;;;;
1442;Zitala;2000097;Guaquitepeque;Zendales;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";390;0;390;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;40;;100;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;50;;;;;;;;;;;;;;;;;;;;
1443;Socoltenango;2000098;Socoltenango;Llanos;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";160;0;129;31;0;0;0;0;0;0;0;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;29;;20;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;20;20;11;;;;;;;;;;;;;;;;;;
1444;Socoltenango;2000098;Comitan;Llanos;;;GUA;1;;;Curato;1796;1796;1796;original;juarros;;;1523;0;0;0;0;1523;0;0;0;0;100;0;0;;;;;;;1523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1445;San Dionisio Pueblo Nuevo;2000099;Xitotol;Guardiania;Tuxtla;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";182;0;182;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;52;;24;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;33;;;;;;;;;;;;;;;;;;;Zoque;
1446;Sulusuchiapa;2000100;Tapilula;Guardiania;Tuxtla;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";36;0;36;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;9;;9;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;Zoque;
1447;Soyalo;2000101;Istapa;Zendales;Tuxtla;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";57;0;57;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;11;;12;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;;;;;;;;;;;;;;;;;;;Tzotzil;
1448;Zoyatitan;2000102;Zoyatitan;Llanos;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";187;0;187;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;52;;39;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;24;;;;;;;;;;;;;;;;;;;;
1449;Soyatitan;2000102;Comitan;Llanos;;;GUA;1;;;Curato;1796;1796;1796;original;juarros;;;1414;0;0;0;0;1414;0;0;0;0;100;0;0;;;;;;;1414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1450;Suchiapa;2000103;Chiapa;Llanos;Tuxtla;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";210;0;204;6;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;40;;33;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;40;1;5;;;;;;;;;;;;;;;;;Chiapaneca;
1451;Sunuapa;2000104;Chapultenango;Guardiania;Tuxtla;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";44;0;43;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;13;;9;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;1;;;;;;;;;;;;;;;;;;Zoque;
1452;Tapalapa;2000105;Tapalapa;Guardiania;Tuxtla;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";104;1;103;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;14;;22;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;Zoque;
1453;Tapalapa;2000105;Ixtacomitan;Zoques;;;GUA;1;;;Curato;1796;1796;1796;original;juarros;;;459;0;0;0;0;459;0;0;0;0;100;0;0;;;;;;;459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1454;Tapilula;2000106;Tapilula;Guardiania;Tuxtla;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";135;1;134;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;25;;29;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;21;;;;;;;;;;;;;;;;;;;Zoque;
1455;Tapilula;2000106;Ixtacomitan;Zoques;;;GUA;1;;;Curato;1796;1796;1796;original;juarros;;;933;0;0;0;0;933;0;0;0;0;100;0;0;;;;;;;933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1456;Tecpatlán;2000107;Tecpatlán;Guardiania;Tuxtla;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";1360;3;1137;220;0;0;0;0;0;0;0;0;0;;;;;3;;;;220;;;;;;;;;;;;;;;;;;;;;;;;;;201;250;;202;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;208;;;;;;;;;;;;;;;;;;;Zoque;
1457;Tecpatan;2000107;Tuxtla;Zoques;;;GUA;1;;;Curato;1796;1796;1796;original;juarros;;;4559;0;0;0;0;4559;0;0;0;0;100;0;0;;;;;;;4559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1458;Tenango;2000108;Cancuq;Zendales;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";65;0;65;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;8;;20;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;;;
1459;San Ildefonso Tenejapa;2000109;Santo Domingo Oxchuc;Zendales;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";492;0;490;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;7;;200;10;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;70;3;;;;;;;;;;;;;;;;;;;;
1460;Teopisca;2000110;Teopisca;Llanos;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";157;1;141;15;0;0;0;0;0;0;0;0;0;;;;;1;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;42;13;;41;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;27;;;;;;;;;;;;;;;;;;;;
1461;Teopisca;2000110;Comitan;Llanos;;;GUA;1;;;Curato;1796;1796;1796;original;juarros;;;2373;0;0;0;0;2373;0;0;0;0;100;0;0;;;;;;;2373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1462;Tizapa;2000111;Tapachula;Soconusco;;;GUA;1;;;Curato;1796;1796;1796;original;juarros;;;319;0;0;0;0;319;0;0;0;0;100;0;0;;;;;;;319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1463;Totolapam;2000113;Totolapam;Llanos;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";134;1;133;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;20;;30;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;21;;;;;;;;;;;;;;;;;;;Tzotzil;
1464;Totolapam;2000113;Comitan;Llanos;;;GUA;1;;;Curato;1796;1796;1796;original;juarros;;;462;0;0;0;0;462;0;0;0;0;100;0;0;;;;;;;462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1465;Tumbala;2000114;Tumbala;Zendales;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";692;2;690;0;0;0;0;0;0;0;0;0;0;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;80;;200;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;60;;;;;;;;;;;;;;;;;;;Zendal;
1466;Yaxalum;2000117;Yaxalum;Zendales;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";431;1;430;0;0;0;0;0;0;0;0;0;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;40;;100;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;60;;;;;;;;;;;;;;;;;;;;
1467;Yajalon;2000117;Tila;Zendales;;;GUA;1;;;Curato;1796;1796;1796;original;juarros;;;1242;0;0;0;0;1242;0;0;0;0;100;0;0;;;;;;;1242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1468;Sinacantan;2000118;Sinacantan;Zendales;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";624;1;623;0;0;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;0;0;0;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;134;115;;134;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;60;;;;;;;;;;;;;;;;;;;;
1469;Sinacantan;2000118;Ciudad Real;Zendales;;;GUA;1;;;Curato;1796;1796;1796;original;juarros;;;1929;0;0;0;0;1929;0;0;0;0;100;0;0;;;;;;;1929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1470;Sapaluta;2000119;Comitan;Llanos;Ciudad Real;;GUA;;;1;Nucleo;1774;1774;1774;original;lujan-informes;;"La categoría ""Mestizos"" aquí se refiere a ""indios ladinos""";333;0;333;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;98;;56;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;13;;;;;;;;;;;;;;;;;;;Zendal;
1471;Santo Domingo;3000001;;;;;SDO;;;1;Nucleo;1740;1740;1740;original;sevilla;No;;8384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1472;Santo Domingo;3000001;;;;;SDO;;;1;Nucleo;1772;1772;1772;original;sevilla;No;;15000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1473;Santo Domingo;3000001;;;;;SDO;;;1;Nucleo;1782;1783;1783;original;sevilla;No;;10702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1474;Puerto Principe;3000002;;;;;SDO;3;;1;Nucleo;1757;1757;1757;original;chc0347000085;No;;12000;;;;;;;;;;;;;;;1506;12000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1476;La Habana;3000004;;;;;SDO;4;;1;Nucleo;1757;1757;1757;original;chc0347000085;No;;22828;;;;;;;;;;;;;;;6896;22828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1479;Concepción de la Vega;3000008;;;;;SDO;;;1;Nucleo;1740;1740;1740;original;sevilla;No;;3000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1480;Concepción de la Vega;3000008;;;;;SDO;;;1;Nucleo;1772;1772;1772;original;sevilla;No;;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1481;Concepción de la Vega;3000008;;;;;SDO;;;1;Nucleo;1782;1783;1783;original;sevilla;No;;11839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1482;Trinidad;3000010;;;;;SDO;;;1;Nucleo;1757;1757;1757;original;chc0347000085;No;;5840;;;;;;0,99937539;2,394336873;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1484;Matanzas;3000011;;;;;SDO;1;;1;Nucleo;1757;1757;1757;original;chc0347000085;No;;2040;0;0;0;0;0;37,60539629;33,63312723;13,28461683;15,47685966;0;;;;;121;2040;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1485;Bayamo;3000013;;;;;SDO;3;;1;Nucleo;1757;1757;1757;original;chc0347000085;No;;12657;;;;;;;;;;;;;;;2530;12657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1487;Guanabacoa;3000015;;;;;SDO;1;;1;Nucleo;1757;1757;1757;original;chc0347000085;No;;6309;0;0;0;0;0;0;0;0;0;0;;;;;737;6309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1489;Sancti Spiritu;3000017;;;;;SDO;2;;1;Nucleo;1757;1757;1757;original;chc0347000085;No;;5492;0;0;0;0;0;100;0;0;0;0;;;;;909;5492;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1491;Remedios;3000018;;;;;SDO;1;;1;Nucleo;1757;1757;1757;original;chc0347000085;No;;2527;0;0;0;0;0;8,17887614;4,898499559;0;86,9226243;0;;;;;398;2527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1493;Santa Clara;3000019;;;;;SDO;1;;1;Nucleo;1757;1757;1757;original;chc0347000085;No;;4292;0;0;0;0;0;8,777842907;4,806565064;0;86,41559203;0;;;;;669;4292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1495;Rosario;3000022;;;;;SDO;1;;1;Nucleo;1757;1757;1757;original;chc0347000085;No;;1598;0;0;0;0;0;4,568527919;90,35532995;0;5,076142132;0;;;;;300;1598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1496;San Felipe y Santiago;3000029;;;;;SDO;1;;1;Nucleo;1757;1757;1757;original;chc0347000085;No;;1658;0;0;0;0;0;39,47379273;17,48938101;0;43,03682626;0;;;;;190;1658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1497;Santiago de los Caballeros;3000323;;;;;SDO;;;1;Nucleo;1740;1740;1740;original;sevilla;No;;5200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1498;Santiago de los Caballeros;3000323;;;;;SDO;;;1;Nucleo;1772;1772;1772;original;sevilla;No;;10000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1499;Santiago de los Caballeros;3000323;;;;;SDO;;;1;Nucleo;1782;1783;1783;original;sevilla;No;;12024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1501;Caracas-Catedral Oriente;4000001;Caracas-Catedral Oriente;;Obispado de Caracas;;VEN;;;;Barrio;1801;1801;1801;original;lombardi2;;;4648;1505;60;0;3083;0;0;12,83185841;0;0;0;1473;31,69104991;;;;;43;;;;;;;;;;;;;;;;;;;;;;;;171;391;92;179;503;126;0;13;1;3;42;1;;;;;;;;;;;;;116;289;105;123;618;127;22;40;14;125;20;11;55;336;112;76;777;117;;;;;;;;;;;;;;;;;;;;;;;;
1502;Caracas-San Pablo;4000001;Caracas-San Pablo;;Obispado de Caracas;;VEN;;;;Barrio;1801;1801;1801;original;lombardi2;;;5973;1993;66;0;3914;0;0;14,66431095;0;0;0;1186;19,85601875;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;250;478;146;250;699;144;1;6;0;1;58;0;;;;;;;;;;;;;234;511;170;246;1112;187;31;63;14;117;26;17;41;263;96;50;615;121;;;;;;;;;;;;;;;;;;;;;;;;
